episode,total_reward,steps,epsilon,loss_mean,win_rate,phase,map_size,no_enemies,ep_seed
19195,-20.500,500,0.0500,0.175570,0.0050,2,20,0,15425
19196,-34.400,42,0.0500,0.197212,0.0050,2,20,0,15426
19197,-30.500,32,0.0500,0.194975,0.0050,2,20,0,15427
19198,-35.000,94,0.0500,0.160057,0.0050,2,20,0,15428
19199,-27.100,42,0.0500,0.136243,0.0050,2,20,0,15429
19200,-42.000,262,0.0500,0.168503,0.0050,2,20,0,15430
19201,-37.450,77,0.0500,0.178278,0.0050,2,20,0,15431
19202,-21.800,500,0.0500,0.173606,0.0050,2,20,0,15432
19203,-40.500,154,0.0500,0.169768,0.0050,2,20,0,15433
19204,-41.200,166,0.0500,0.157002,0.0050,2,20,0,15434
19205,-26.100,500,0.0500,0.162772,0.0050,2,20,0,15435
19206,-31.600,500,0.0500,0.168325,0.0050,2,20,0,15436
19207,-29.450,59,0.0500,0.137247,0.0050,2,20,0,15437
19208,-22.800,500,0.0500,0.161438,0.0050,2,20,0,15438
19209,-31.550,45,0.0500,0.145218,0.0050,2,20,0,15439
19210,-33.150,77,0.0500,0.160319,0.0050,2,20,0,15440
19211,-45.400,342,0.0500,0.161919,0.0050,2,20,0,15441
19212,-34.200,44,0.0500,0.145063,0.0050,2,20,0,15442
19213,-37.950,183,0.0500,0.159615,0.0050,2,20,0,15443
19214,-35.800,56,0.0500,0.206716,0.0050,2,20,0,15444
19215,-24.100,500,0.0500,0.169745,0.0050,2,20,0,15445
19216,-21.600,500,0.0500,0.171743,0.0050,2,20,0,15446
19217,-48.350,323,0.0500,0.159323,0.0050,2,20,0,15447
19218,-33.850,119,0.0500,0.132500,0.0050,2,20,0,15448
19219,94.150,375,0.0500,0.165508,0.0100,2,20,0,15449
19220,-40.100,232,0.0500,0.168848,0.0100,2,20,0,15450
19221,-36.200,132,0.0500,0.146070,0.0100,2,20,0,15451
19222,-20.100,500,0.0500,0.168551,0.0100,2,20,0,15452
19223,-30.250,59,0.0500,0.180964,0.0100,2,20,0,15453
19224,-35.500,72,0.0500,0.173206,0.0100,2,20,0,15454
19225,-29.400,500,0.0500,0.165049,0.0100,2,20,0,15455
19226,-52.050,405,0.0500,0.172536,0.0100,2,20,0,15456
19227,-25.800,500,0.0500,0.163239,0.0100,2,20,0,15457
19228,-39.200,84,0.0500,0.165264,0.0100,2,20,0,15458
19229,-34.600,52,0.0500,0.157604,0.0100,2,20,0,15459
19230,-31.900,72,0.0500,0.148714,0.0100,2,20,0,15460
19231,-34.050,189,0.0500,0.161302,0.0100,2,20,0,15461
19232,-23.050,15,0.0500,0.185551,0.0100,2,20,0,15462
19233,-25.200,500,0.0500,0.176825,0.0100,2,20,0,15463
19234,-42.350,209,0.0500,0.165147,0.0100,2,20,0,15464
19235,-35.450,91,0.0500,0.179427,0.0100,2,20,0,15465
19236,-50.150,385,0.0500,0.161175,0.0100,2,20,0,15466
19237,-34.050,83,0.0500,0.152597,0.0100,2,20,0,15467
19238,-36.600,72,0.0500,0.141973,0.0100,2,20,0,15468
19239,-38.800,66,0.0500,0.148042,0.0100,2,20,0,15469
19240,-34.350,47,0.0500,0.181231,0.0100,2,20,0,15470
19241,-21.700,500,0.0500,0.163490,0.0100,2,20,0,15471
19242,-31.100,78,0.0500,0.157791,0.0100,2,20,0,15472
19243,-21.400,500,0.0500,0.151510,0.0100,2,20,0,15473
19244,-43.000,412,0.0500,0.160858,0.0100,2,20,0,15474
19245,-21.300,500,0.0500,0.165254,0.0100,2,20,0,15475
19246,-40.350,89,0.0500,0.163771,0.0100,2,20,0,15476
19247,-30.600,500,0.0500,0.157089,0.0100,2,20,0,15477
19248,-29.950,87,0.0500,0.147665,0.0100,2,20,0,15478
19249,-25.800,500,0.0500,0.162438,0.0100,2,20,0,15479
19250,-36.700,76,0.0500,0.158794,0.0100,2,20,0,15480
19251,-28.100,500,0.0500,0.162780,0.0100,2,20,0,15481
19252,-45.450,37,0.0500,0.154989,0.0100,2,20,0,15482
19253,-56.050,467,0.0500,0.164356,0.0100,2,20,0,15483
19254,-49.450,351,0.0500,0.162782,0.0100,2,20,0,15484
19255,-32.700,48,0.0500,0.180567,0.0100,2,20,0,15485
19256,-31.700,88,0.0500,0.149784,0.0100,2,20,0,15486
19257,-34.150,77,0.0500,0.140098,0.0100,2,20,0,15487
19258,-16.700,500,0.0500,0.152119,0.0100,2,20,0,15488
19259,-34.800,92,0.0500,0.162663,0.0100,2,20,0,15489
19260,-35.700,102,0.0500,0.172013,0.0100,2,20,0,15490
19261,-28.850,77,0.0500,0.146429,0.0100,2,20,0,15491
19262,-29.700,34,0.0500,0.174229,0.0100,2,20,0,15492
19263,-32.650,87,0.0500,0.148917,0.0100,2,20,0,15493
19264,-34.550,99,0.0500,0.157454,0.0100,2,20,0,15494
19265,-35.450,43,0.0500,0.140110,0.0100,2,20,0,15495
19266,-22.000,500,0.0500,0.163365,0.0100,2,20,0,15496
19267,-22.800,500,0.0500,0.164884,0.0100,2,20,0,15497
19268,-29.100,500,0.0500,0.164114,0.0100,2,20,0,15498
19269,-39.900,122,0.0500,0.175966,0.0100,2,20,0,15499
19270,-32.000,40,0.0500,0.133411,0.0100,2,20,0,15500
19271,-26.100,500,0.0500,0.151653,0.0100,2,20,0,15501
19272,-33.850,97,0.0500,0.142408,0.0100,2,20,0,15502
19273,-35.800,52,0.0500,0.139112,0.0100,2,20,0,15503
19274,-26.400,500,0.0500,0.154481,0.0100,2,20,0,15504
19275,-34.600,72,0.0500,0.148301,0.0100,2,20,0,15505
19276,-38.600,286,0.0500,0.172458,0.0100,2,20,0,15506
19277,-27.400,500,0.0500,0.155238,0.0100,2,20,0,15507
19278,-45.350,315,0.0500,0.159290,0.0100,2,20,0,15508
19279,-35.250,65,0.0500,0.158700,0.0100,2,20,0,15509
19280,-32.700,500,0.0500,0.148164,0.0100,2,20,0,15510
19281,-30.250,39,0.0500,0.154679,0.0100,2,20,0,15511
19282,-27.300,500,0.0500,0.161541,0.0100,2,20,0,15512
19283,-21.900,500,0.0500,0.149359,0.0100,2,20,0,15513
19284,-44.100,246,0.0500,0.161588,0.0100,2,20,0,15514
19285,-30.250,87,0.0500,0.161952,0.0100,2,20,0,15515
19286,-26.800,500,0.0500,0.155119,0.0100,2,20,0,15516
19287,-28.400,500,0.0500,0.153581,0.0100,2,20,0,15517
19288,-27.900,500,0.0500,0.156720,0.0100,2,20,0,15518
19289,-27.600,52,0.0500,0.149569,0.0100,2,20,0,15519
19290,-39.100,142,0.0500,0.164555,0.0100,2,20,0,15520
19291,-37.600,92,0.0500,0.155438,0.0100,2,20,0,15521
19292,-41.100,132,0.0500,0.152765,0.0100,2,20,0,15522
19293,-37.450,77,0.0500,0.130648,0.0100,2,20,0,15523
19294,-32.100,42,0.0500,0.158815,0.0100,2,20,0,15524
19295,-36.300,64,0.0500,0.152142,0.0100,2,20,0,15525
19296,-54.300,412,0.0500,0.149559,0.0100,2,20,0,15526
19297,-31.900,52,0.0500,0.132044,0.0100,2,20,0,15527
19298,-42.550,233,0.0500,0.147501,0.0100,2,20,0,15528
19299,-29.350,47,0.0500,0.166206,0.0100,2,20,0,15529
19300,-41.000,80,0.0500,0.155744,0.0100,2,20,0,15530
19301,-21.000,500,0.0500,0.148851,0.0100,2,20,0,15531
19302,-38.400,92,0.0500,0.148398,0.0100,2,20,0,15532
19303,-27.400,500,0.0500,0.156522,0.0100,2,20,0,15533
19304,-45.300,362,0.0500,0.156519,0.0100,2,20,0,15534
19305,-41.900,72,0.0500,0.146469,0.0100,2,20,0,15535
19306,-53.900,192,0.0500,0.150547,0.0100,2,20,0,15536
19307,-27.600,12,0.0500,0.160907,0.0100,2,20,0,15537
19308,-22.200,500,0.0500,0.150608,0.0100,2,20,0,15538
19309,-17.800,500,0.0500,0.149022,0.0100,2,20,0,15539
19310,-36.250,59,0.0500,0.146691,0.0100,2,20,0,15540
19311,-40.700,90,0.0500,0.161160,0.0100,2,20,0,15541
19312,-25.400,500,0.0500,0.154295,0.0100,2,20,0,15542
19313,-28.700,500,0.0500,0.157236,0.0100,2,20,0,15543
19314,-38.200,500,0.0500,0.165161,0.0100,2,20,0,15544
19315,-19.700,500,0.0500,0.167215,0.0100,2,20,0,15545
19316,-39.500,84,0.0500,0.180448,0.0100,2,20,0,15546
19317,-35.650,67,0.0500,0.148278,0.0100,2,20,0,15547
19318,-32.100,500,0.0500,0.151946,0.0100,2,20,0,15548
19319,-32.200,72,0.0500,0.146784,0.0100,2,20,0,15549
19320,-20.700,500,0.0500,0.152584,0.0100,2,20,0,15550
19321,-27.600,60,0.0500,0.156316,0.0100,2,20,0,15551
19322,-33.300,40,0.0500,0.157745,0.0100,2,20,0,15552
19323,-35.850,59,0.0500,0.153504,0.0100,2,20,0,15553
19324,-36.750,37,0.0500,0.114398,0.0100,2,20,0,15554
19325,-30.500,84,0.0500,0.158023,0.0100,2,20,0,15555
19326,-53.150,147,0.0500,0.163610,0.0100,2,20,0,15556
19327,-36.250,59,0.0500,0.159512,0.0100,2,20,0,15557
19328,-30.950,31,0.0500,0.171215,0.0100,2,20,0,15558
19329,-17.900,500,0.0500,0.152324,0.0100,2,20,0,15559
19330,-41.050,149,0.0500,0.143029,0.0100,2,20,0,15560
19331,-34.500,112,0.0500,0.169845,0.0100,2,20,0,15561
19332,-38.200,72,0.0500,0.134290,0.0100,2,20,0,15562
19333,-26.100,500,0.0500,0.159417,0.0100,2,20,0,15563
19334,-22.800,500,0.0500,0.154292,0.0100,2,20,0,15564
19335,-27.100,500,0.0500,0.154091,0.0100,2,20,0,15565
19336,-37.400,500,0.0500,0.153090,0.0100,2,20,0,15566
19337,-28.750,19,0.0500,0.170804,0.0100,2,20,0,15567
19338,-17.100,500,0.0500,0.153805,0.0100,2,20,0,15568
19339,-38.700,500,0.0500,0.151729,0.0100,2,20,0,15569
19340,-34.650,67,0.0500,0.139799,0.0100,2,20,0,15570
19341,-42.650,87,0.0500,0.131331,0.0100,2,20,0,15571
19342,-36.300,44,0.0500,0.150371,0.0100,2,20,0,15572
19343,-35.200,92,0.0500,0.137135,0.0100,2,20,0,15573
19344,-48.500,424,0.0500,0.145085,0.0100,2,20,0,15574
19345,-31.450,97,0.0500,0.156273,0.0100,2,20,0,15575
19346,-66.250,209,0.0500,0.155611,0.0100,2,20,0,15576
19347,-39.000,68,0.0500,0.148835,0.0100,2,20,0,15577
19348,-30.700,500,0.0500,0.154112,0.0100,2,20,0,15578
19349,-31.500,500,0.0500,0.147492,0.0100,2,20,0,15579
19350,-35.600,72,0.0500,0.136157,0.0100,2,20,0,15580
19351,-32.150,91,0.0500,0.152123,0.0100,2,20,0,15581
19352,-23.800,96,0.0500,0.153147,0.0100,2,20,0,15582
19353,-33.450,137,0.0500,0.143970,0.0100,2,20,0,15583
19354,-39.000,192,0.0500,0.154784,0.0100,2,20,0,15584
19355,-12.900,500,0.0500,0.146790,0.0100,2,20,0,15585
19356,-53.500,380,0.0500,0.147597,0.0100,2,20,0,15586
19357,-35.450,29,0.0500,0.112604,0.0100,2,20,0,15587
19358,-24.400,500,0.0500,0.141269,0.0100,2,20,0,15588
19359,-44.300,294,0.0500,0.140779,0.0100,2,20,0,15589
19360,-35.700,34,0.0500,0.132292,0.0100,2,20,0,15590
19361,-37.900,382,0.0500,0.148887,0.0100,2,20,0,15591
19362,-38.200,92,0.0500,0.162649,0.0100,2,20,0,15592
19363,-35.800,72,0.0500,0.162044,0.0100,2,20,0,15593
19364,-38.000,114,0.0500,0.138019,0.0100,2,20,0,15594
19365,-49.650,87,0.0500,0.148565,0.0100,2,20,0,15595
19366,-51.750,327,0.0500,0.144328,0.0100,2,20,0,15596
19367,-50.250,349,0.0500,0.138820,0.0100,2,20,0,15597
19368,-32.850,65,0.0500,0.132239,0.0100,2,20,0,15598
19369,-30.950,53,0.0500,0.151887,0.0100,2,20,0,15599
19370,-35.200,192,0.0500,0.150376,0.0100,2,20,0,15600
19371,-53.300,402,0.0500,0.145173,0.0100,2,20,0,15601
19372,-25.600,72,0.0500,0.148545,0.0100,2,20,0,15602
19373,-30.100,500,0.0500,0.148172,0.0100,2,20,0,15603
19374,-25.700,74,0.0500,0.144760,0.0100,2,20,0,15604
19375,-26.100,500,0.0500,0.140757,0.0100,2,20,0,15605
19376,-21.600,92,0.0500,0.134697,0.0100,2,20,0,15606
19377,-40.250,139,0.0500,0.149345,0.0050,2,20,0,15607
19378,-40.450,121,0.0500,0.156586,0.0050,2,20,0,15608
19379,-26.100,500,0.0500,0.147563,0.0050,2,20,0,15609
19380,-35.500,42,0.0500,0.162946,0.0050,2,20,0,15610
19381,-49.000,472,0.0500,0.146371,0.0050,2,20,0,15611
19382,-38.000,86,0.0500,0.149593,0.0050,2,20,0,15612
19383,-38.700,74,0.0500,0.147668,0.0050,2,20,0,15613
19384,-27.600,32,0.0500,0.127603,0.0050,2,20,0,15614
19385,-31.450,49,0.0500,0.181190,0.0050,2,20,0,15615
19386,-25.500,500,0.0500,0.145547,0.0050,2,20,0,15616
19387,-18.400,500,0.0500,0.148986,0.0050,2,20,0,15617
19388,-35.150,97,0.0500,0.137599,0.0050,2,20,0,15618
19389,-33.400,82,0.0500,0.151697,0.0050,2,20,0,15619
19390,-34.550,99,0.0500,0.150348,0.0050,2,20,0,15620
19391,-30.050,21,0.0500,0.157456,0.0050,2,20,0,15621
19392,-29.850,31,0.0500,0.185520,0.0050,2,20,0,15622
19393,-34.200,84,0.0500,0.143306,0.0050,2,20,0,15623
19394,-40.150,317,0.0500,0.152666,0.0050,2,20,0,15624
19395,-28.900,500,0.0500,0.146715,0.0050,2,20,0,15625
19396,-16.800,500,0.0500,0.158160,0.0050,2,20,0,15626
19397,-39.600,92,0.0500,0.148635,0.0050,2,20,0,15627
19398,-48.850,343,0.0500,0.145232,0.0050,2,20,0,15628
19399,-32.050,67,0.0500,0.160336,0.0050,2,20,0,15629
19400,-35.150,77,0.0500,0.146802,0.0050,2,20,0,15630
19401,-36.100,70,0.0500,0.150265,0.0050,2,20,0,15631
19402,-28.050,41,0.0500,0.148235,0.0050,2,20,0,15632
19403,-42.150,71,0.0500,0.156457,0.0050,2,20,0,15633
19404,-22.500,500,0.0500,0.146541,0.0050,2,20,0,15634
19405,-35.900,90,0.0500,0.154897,0.0050,2,20,0,15635
19406,-32.400,500,0.0500,0.147630,0.0050,2,20,0,15636
19407,-57.850,81,0.0500,0.150284,0.0050,2,20,0,15637
19408,-34.850,65,0.0500,0.149356,0.0050,2,20,0,15638
19409,-28.100,500,0.0500,0.148754,0.0050,2,20,0,15639
19410,-36.200,86,0.0500,0.147644,0.0050,2,20,0,15640
19411,-26.500,500,0.0500,0.148913,0.0050,2,20,0,15641
19412,-21.800,500,0.0500,0.147618,0.0050,2,20,0,15642
19413,-39.050,231,0.0500,0.143034,0.0050,2,20,0,15643
19414,-17.800,500,0.0500,0.143200,0.0050,2,20,0,15644
19415,-23.050,89,0.0500,0.160363,0.0050,2,20,0,15645
19416,-37.000,80,0.0500,0.141702,0.0050,2,20,0,15646
19417,-13.800,500,0.0500,0.151934,0.0050,2,20,0,15647
19418,-20.100,500,0.0500,0.148134,0.0050,2,20,0,15648
19419,-32.600,92,0.0500,0.134941,0.0000,2,20,0,15649
19420,-29.100,500,0.0500,0.146901,0.0000,2,20,0,15650
19421,-32.550,105,0.0500,0.150251,0.0000,2,20,0,15651
19422,-29.100,62,0.0500,0.122030,0.0000,2,20,0,15652
19423,-42.650,309,0.0500,0.137229,0.0000,2,20,0,15653
19424,-23.500,500,0.0500,0.144309,0.0000,2,20,0,15654
19425,-34.900,52,0.0500,0.156750,0.0000,2,20,0,15655
19426,-28.600,32,0.0500,0.165464,0.0000,2,20,0,15656
19427,-21.700,500,0.0500,0.149933,0.0000,2,20,0,15657
19428,-32.100,42,0.0500,0.168914,0.0000,2,20,0,15658
19429,-38.550,51,0.0500,0.191271,0.0000,2,20,0,15659
19430,-35.950,87,0.0500,0.130882,0.0000,2,20,0,15660
19431,-28.900,58,0.0500,0.137370,0.0000,2,20,0,15661
19432,-37.700,82,0.0500,0.142191,0.0000,2,20,0,15662
19433,-40.250,43,0.0500,0.151529,0.0000,2,20,0,15663
19434,105.300,14,0.0500,0.159980,0.0050,2,20,0,15664
19435,-23.100,500,0.0500,0.153001,0.0050,2,20,0,15665
19436,-20.400,500,0.0500,0.158711,0.0050,2,20,0,15666
19437,101.300,242,0.0500,0.179065,0.0100,2,20,0,15667
19438,-31.250,75,0.0500,0.157106,0.0100,2,20,0,15668
19439,-28.850,37,0.0500,0.147414,0.0100,2,20,0,15669
19440,-30.100,62,0.0500,0.167237,0.0100,2,20,0,15670
19441,-40.350,85,0.0500,0.147491,0.0100,2,20,0,15671
19442,-25.700,500,0.0500,0.153911,0.0100,2,20,0,15672
19443,-37.000,68,0.0500,0.165014,0.0100,2,20,0,15673
19444,-39.600,336,0.0500,0.173122,0.0100,2,20,0,15674
19445,-55.150,491,0.0500,0.160543,0.0100,2,20,0,15675
19446,-30.050,25,0.0500,0.178612,0.0100,2,20,0,15676
19447,-31.500,500,0.0500,0.155091,0.0100,2,20,0,15677
19448,-35.700,66,0.0500,0.169488,0.0100,2,20,0,15678
19449,-27.700,38,0.0500,0.152209,0.0100,2,20,0,15679
19450,-25.400,500,0.0500,0.159174,0.0100,2,20,0,15680
19451,-29.450,37,0.0500,0.201614,0.0100,2,20,0,15681
19452,-30.350,115,0.0500,0.179705,0.0100,2,20,0,15682
19453,-35.250,67,0.0500,0.190631,0.0100,2,20,0,15683
19454,-32.900,72,0.0500,0.161836,0.0100,2,20,0,15684
19455,-25.800,500,0.0500,0.156040,0.0100,2,20,0,15685
19456,-38.750,209,0.0500,0.167723,0.0100,2,20,0,15686
19457,-48.200,394,0.0500,0.170918,0.0100,2,20,0,15687
19458,-32.000,42,0.0500,0.132076,0.0100,2,20,0,15688
19459,-47.700,338,0.0500,0.160486,0.0100,2,20,0,15689
19460,-34.650,33,0.0500,0.175026,0.0100,2,20,0,15690
19461,-39.600,86,0.0500,0.165850,0.0100,2,20,0,15691
19462,-42.350,99,0.0500,0.146115,0.0100,2,20,0,15692
19463,-27.300,500,0.0500,0.148054,0.0100,2,20,0,15693
19464,-32.450,37,0.0500,0.116246,0.0100,2,20,0,15694
19465,-52.600,68,0.0500,0.148511,0.0100,2,20,0,15695
19466,-40.400,94,0.0500,0.162638,0.0100,2,20,0,15696
19467,-32.500,72,0.0500,0.151375,0.0100,2,20,0,15697
19468,-22.700,500,0.0500,0.159080,0.0100,2,20,0,15698
19469,-28.100,96,0.0500,0.178781,0.0100,2,20,0,15699
19470,-29.600,32,0.0500,0.170291,0.0100,2,20,0,15700
19471,-27.200,500,0.0500,0.169778,0.0100,2,20,0,15701
19472,-27.700,500,0.0500,0.160953,0.0100,2,20,0,15702
19473,-27.000,500,0.0500,0.161159,0.0100,2,20,0,15703
19474,-32.850,57,0.0500,0.138480,0.0100,2,20,0,15704
19475,-35.350,27,0.0500,0.154846,0.0100,2,20,0,15705
19476,-26.850,169,0.0500,0.159444,0.0100,2,20,0,15706
19477,-39.450,147,0.0500,0.161480,0.0100,2,20,0,15707
19478,-40.200,118,0.0500,0.179613,0.0100,2,20,0,15708
19479,-29.100,22,0.0500,0.166148,0.0100,2,20,0,15709
19480,-31.350,129,0.0500,0.173060,0.0100,2,20,0,15710
19481,-35.000,48,0.0500,0.164745,0.0100,2,20,0,15711
19482,-33.200,44,0.0500,0.172704,0.0100,2,20,0,15712
19483,-47.350,363,0.0500,0.165454,0.0100,2,20,0,15713
19484,-32.700,174,0.0500,0.161915,0.0100,2,20,0,15714
19485,-30.600,500,0.0500,0.159450,0.0100,2,20,0,15715
19486,-24.400,500,0.0500,0.150474,0.0100,2,20,0,15716
19487,-27.800,500,0.0500,0.153486,0.0100,2,20,0,15717
19488,-36.550,93,0.0500,0.150182,0.0100,2,20,0,15718
19489,-30.950,27,0.0500,0.182491,0.0100,2,20,0,15719
19490,-28.550,51,0.0500,0.164617,0.0100,2,20,0,15720
19491,-30.900,500,0.0500,0.168857,0.0100,2,20,0,15721
19492,-33.650,33,0.0500,0.148615,0.0100,2,20,0,15722
19493,-47.600,328,0.0500,0.173042,0.0100,2,20,0,15723
19494,-36.250,93,0.0500,0.175069,0.0100,2,20,0,15724
19495,-35.550,79,0.0500,0.165148,0.0100,2,20,0,15725
19496,-30.000,14,0.0500,0.173231,0.0100,2,20,0,15726
19497,-36.200,44,0.0500,0.160308,0.0100,2,20,0,15727
19498,-27.000,500,0.0500,0.155772,0.0100,2,20,0,15728
19499,-28.700,500,0.0500,0.159333,0.0100,2,20,0,15729
19500,-35.800,50,0.0500,0.177549,0.0100,2,20,0,15730
19501,-35.200,52,0.0500,0.151755,0.0100,2,20,0,15731
19502,-37.000,74,0.0500,0.135385,0.0100,2,20,0,15732
19503,-28.850,77,0.0500,0.182213,0.0100,2,20,0,15733
19504,-30.550,53,0.0500,0.140845,0.0100,2,20,0,15734
19505,-37.550,65,0.0500,0.162282,0.0100,2,20,0,15735
19506,-36.100,284,0.0500,0.158370,0.0100,2,20,0,15736
19507,-32.150,31,0.0500,0.125625,0.0100,2,20,0,15737
19508,-34.600,72,0.0500,0.162145,0.0100,2,20,0,15738
19509,-27.100,500,0.0500,0.151220,0.0100,2,20,0,15739
19510,-33.000,48,0.0500,0.134931,0.0100,2,20,0,15740
19511,-29.650,89,0.0500,0.173409,0.0100,2,20,0,15741
19512,-34.400,88,0.0500,0.166986,0.0100,2,20,0,15742
19513,-23.500,500,0.0500,0.157235,0.0100,2,20,0,15743
19514,-23.000,500,0.0500,0.152351,0.0100,2,20,0,15744
19515,-58.750,485,0.0500,0.157410,0.0100,2,20,0,15745
19516,-30.350,47,0.0500,0.166962,0.0100,2,20,0,15746
19517,-33.850,77,0.0500,0.157538,0.0100,2,20,0,15747
19518,-40.750,97,0.0500,0.163264,0.0100,2,20,0,15748
19519,-39.950,75,0.0500,0.181368,0.0100,2,20,0,15749
19520,-37.800,84,0.0500,0.156523,0.0100,2,20,0,15750
19521,-11.500,500,0.0500,0.159821,0.0100,2,20,0,15751
19522,-32.250,39,0.0500,0.139902,0.0100,2,20,0,15752
19523,-24.500,500,0.0500,0.171513,0.0100,2,20,0,15753
19524,-34.600,72,0.0500,0.141662,0.0100,2,20,0,15754
19525,-24.850,97,0.0500,0.152962,0.0100,2,20,0,15755
19526,-37.450,69,0.0500,0.137342,0.0100,2,20,0,15756
19527,-50.700,378,0.0500,0.168438,0.0100,2,20,0,15757
19528,-35.600,86,0.0500,0.160106,0.0100,2,20,0,15758
19529,-41.000,102,0.0500,0.154335,0.0100,2,20,0,15759
19530,-31.150,77,0.0500,0.141580,0.0100,2,20,0,15760
19531,-35.000,94,0.0500,0.175826,0.0100,2,20,0,15761
19532,-31.500,50,0.0500,0.160497,0.0100,2,20,0,15762
19533,-36.900,72,0.0500,0.184617,0.0100,2,20,0,15763
19534,-35.700,82,0.0500,0.146051,0.0100,2,20,0,15764
19535,-35.200,84,0.0500,0.195625,0.0100,2,20,0,15765
19536,-32.450,97,0.0500,0.156737,0.0100,2,20,0,15766
19537,-18.100,500,0.0500,0.167240,0.0100,2,20,0,15767
19538,-31.850,37,0.0500,0.177551,0.0100,2,20,0,15768
19539,-39.700,162,0.0500,0.180532,0.0100,2,20,0,15769
19540,-22.350,55,0.0500,0.146625,0.0100,2,20,0,15770
19541,-41.300,62,0.0500,0.159796,0.0100,2,20,0,15771
19542,-45.200,330,0.0500,0.159626,0.0100,2,20,0,15772
19543,-32.000,500,0.0500,0.156167,0.0100,2,20,0,15773
19544,-44.350,229,0.0500,0.167171,0.0100,2,20,0,15774
19545,-14.200,500,0.0500,0.149607,0.0100,2,20,0,15775
19546,-34.400,68,0.0500,0.145310,0.0100,2,20,0,15776
19547,-34.850,59,0.0500,0.147659,0.0100,2,20,0,15777
19548,-34.700,48,0.0500,0.195958,0.0100,2,20,0,15778
19549,-64.050,361,0.0500,0.168207,0.0100,2,20,0,15779
19550,-20.900,500,0.0500,0.150055,0.0100,2,20,0,15780
19551,-17.100,500,0.0500,0.168912,0.0100,2,20,0,15781
19552,-33.400,68,0.0500,0.155670,0.0100,2,20,0,15782
19553,-47.850,313,0.0500,0.166503,0.0100,2,20,0,15783
19554,-33.300,500,0.0500,0.151571,0.0100,2,20,0,15784
19555,-24.900,500,0.0500,0.157284,0.0100,2,20,0,15785
19556,-31.550,65,0.0500,0.158624,0.0100,2,20,0,15786
19557,-42.550,227,0.0500,0.146876,0.0100,2,20,0,15787
19558,-34.600,92,0.0500,0.150796,0.0100,2,20,0,15788
19559,-35.700,52,0.0500,0.167045,0.0100,2,20,0,15789
19560,-29.100,500,0.0500,0.148257,0.0100,2,20,0,15790
19561,-42.650,57,0.0500,0.155224,0.0100,2,20,0,15791
19562,-31.550,65,0.0500,0.148915,0.0100,2,20,0,15792
19563,-29.500,98,0.0500,0.152155,0.0100,2,20,0,15793
19564,-37.800,164,0.0500,0.146126,0.0100,2,20,0,15794
19565,-37.900,166,0.0500,0.156354,0.0100,2,20,0,15795
19566,-34.100,84,0.0500,0.142516,0.0100,2,20,0,15796
19567,-60.250,245,0.0500,0.149644,0.0100,2,20,0,15797
19568,-33.600,72,0.0500,0.162288,0.0100,2,20,0,15798
19569,-30.200,62,0.0500,0.166559,0.0100,2,20,0,15799
19570,-24.800,500,0.0500,0.162749,0.0100,2,20,0,15800
19571,-35.800,26,0.0500,0.150504,0.0100,2,20,0,15801
19572,-29.900,32,0.0500,0.173822,0.0100,2,20,0,15802
19573,-35.500,84,0.0500,0.146389,0.0100,2,20,0,15803
19574,-16.800,500,0.0500,0.152784,0.0100,2,20,0,15804
19575,-16.800,500,0.0500,0.146769,0.0100,2,20,0,15805
19576,-33.400,150,0.0500,0.138421,0.0100,2,20,0,15806
19577,-33.100,42,0.0500,0.138341,0.0100,2,20,0,15807
19578,-15.900,500,0.0500,0.151151,0.0100,2,20,0,15808
19579,-32.400,108,0.0500,0.132953,0.0100,2,20,0,15809
19580,-37.150,77,0.0500,0.166158,0.0100,2,20,0,15810
19581,-22.500,500,0.0500,0.152084,0.0100,2,20,0,15811
19582,-41.650,173,0.0500,0.143915,0.0100,2,20,0,15812
19583,-20.400,500,0.0500,0.151663,0.0100,2,20,0,15813
19584,-39.500,90,0.0500,0.135436,0.0100,2,20,0,15814
19585,-37.150,97,0.0500,0.143500,0.0100,2,20,0,15815
19586,-33.050,49,0.0500,0.180187,0.0100,2,20,0,15816
19587,-27.650,53,0.0500,0.126629,0.0100,2,20,0,15817
19588,-44.500,266,0.0500,0.151299,0.0100,2,20,0,15818
19589,-36.400,72,0.0500,0.151399,0.0100,2,20,0,15819
19590,-36.900,92,0.0500,0.180026,0.0100,2,20,0,15820
19591,-24.200,500,0.0500,0.148897,0.0100,2,20,0,15821
19592,-35.400,46,0.0500,0.157465,0.0100,2,20,0,15822
19593,-30.500,24,0.0500,0.166216,0.0100,2,20,0,15823
19594,-34.250,25,0.0500,0.120561,0.0100,2,20,0,15824
19595,-36.750,109,0.0500,0.138173,0.0100,2,20,0,15825
19596,-56.250,449,0.0500,0.139616,0.0100,2,20,0,15826
19597,-38.650,67,0.0500,0.135604,0.0100,2,20,0,15827
19598,-51.950,59,0.0500,0.136087,0.0100,2,20,0,15828
19599,-22.400,500,0.0500,0.150046,0.0100,2,20,0,15829
19600,-38.500,104,0.0500,0.149610,0.0100,2,20,0,15830
19601,-34.500,280,0.0500,0.148236,0.0100,2,20,0,15831
19602,-38.500,218,0.0500,0.137387,0.0100,2,20,0,15832
19603,-34.350,157,0.0500,0.135200,0.0100,2,20,0,15833
19604,-36.700,154,0.0500,0.140796,0.0100,2,20,0,15834
